,DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/ Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,dbn,total_students,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,pct_stu_safe,girls,boys,pbat,international,specialized,transfer,ptech,earlycollege,school_accessibility_description,zip,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL
367,28Q328,High School for Community Leadership,High School,476,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.89,0.94,0.88,0.96,0.89,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,"February 12, 2015",2.66,2.37,0.128,0.16,0.002,0.5579999999999999,0.113,0.099,0.29600000000000004,0.248,0.366,0.25,0.057,7.0,0.71,0.867,0.40399999999999997,0.968,28Q328,469,0.91,0.87,0.93,0.56,0.92,,,,,,,,,,11432,40.713218,-73.797237,8,24,452,4448806.0,4098580100.0
368,28Q350,Jamaica Gateway to the Sciences,High School,523,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,0.83,0.88,0.76,0.95,0.81,0.92,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"March 29, 2016",2.87,2.73,0.094,0.128,0.008,0.507,0.078,0.111,0.266,0.41700000000000004,0.392,0.107,0.027000000000000003,6.0,0.63,0.8809999999999999,0.366,0.98,28Q350,511,0.83,0.88,0.8,0.73,0.85,,,,,,,,,,11432,40.713218,-73.797237,8,24,452,4448806.0,4098580100.0
369,28Q440,Forest Hills High School,High School,3903,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.81,0.89,0.74,0.89,0.77,0.89,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Well Developed,May 2017,3.18,3.1,0.065,0.14300000000000002,0.045,0.447,0.036000000000000004,0.04,0.27399999999999997,0.245,0.084,0.345,0.29,0.3,0.884,0.9009999999999999,0.254,0.96,28Q440,3783,0.88,0.9,0.91,0.73,0.84,,,,,,,,,2.0,11375,40.729402,-73.845637,6,29,747,4052143.0,4021890002.0
370,28Q505,Hillcrest High School,High School,3422,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.91,0.91,0.89,0.93,0.96,0.95,Well Developed,Well Developed,Proficient,Well Developed,Proficient,,,,,,"April 14, 2016",2.78,2.47,0.14,0.10400000000000001,0.027000000000000003,0.557,0.098,0.075,0.317,0.312,0.28600000000000003,0.32299999999999995,0.04,3.4,0.867,0.868,0.32799999999999996,0.9520000000000001,28Q505,3367,0.73,0.87,0.96,0.59,0.91,,,,,,,,,2.0,11432,40.709446,-73.80166,8,24,448,4448767.0,4097740001.0
371,28Q620,Thomas A. Edison Career and Technical Education Hi,High School,2090,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,0.8,0.77,0.74,0.8,0.76,0.82,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,May 2017,3.3,3.15,0.019,0.122,0.052000000000000005,0.42200000000000004,0.02,0.027000000000000003,0.27399999999999997,0.455,0.20800000000000002,0.235,0.048,4.9,0.809,0.929,0.188,0.961,28Q620,2133,0.89,0.93,0.88,0.73,0.87,,,,,,,,,2.0,11432,40.715389,-73.80036899999999,8,24,452,4211027.0,4098670002.0
372,28Q680,Queens Gateway to Health Sciences Secondary School,High School,427,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Not Meeting Target,Exceeding Target,0.79,0.66,0.69,0.62,0.81,0.71,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"May 19, 2016",3.53,3.35,0.009000000000000001,0.10300000000000001,0.0,0.377,0.002,0.021,0.23,0.429,0.349,0.115,0.049,5.2,0.889,0.9520000000000001,0.10400000000000001,0.956,28Q680,690,0.96,0.95,0.26,0.92,0.82,,,,,,,,,1.0,11432,40.718831,-73.806499,8,24,1267,4539721.0,4068580050.0
373,28Q686,Queens Metropolitan High School,High School,1067,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.83,0.76,0.84,0.85,0.88,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"November 25, 2014",3.02,2.71,0.027000000000000003,0.159,0.044000000000000004,0.37,0.024,0.028999999999999998,0.23,0.09699999999999999,0.035,0.46299999999999997,0.391,0.9,0.9279999999999999,0.9179999999999999,0.218,0.9670000000000001,28Q686,1091,0.86,0.92,0.84,0.71,0.92,,,,,,,,,1.0,11375,40.711366999999996,-73.856698,6,29,645,4447233.0,4038860800.0
374,28Q687,Queens High School for the Sciences at York Colleg,High School,462,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,0.8,0.91,0.8,0.92,0.81,0.92,Proficient,Proficient,Developing,Proficient,Proficient,,,,,,"April 1, 2015",4.04,4.24,0.0,0.002,0.0,0.319,0.009000000000000001,0.019,0.184,0.7879999999999999,0.054000000000000006,0.069,0.057999999999999996,0.6,1.0,0.973,0.035,0.956,28Q687,473,1.0,0.97,0.57,0.91,0.93,,,,,1.0,,,,2.0,11433,40.701049,-73.798151,12,27,246,4215611.0,4100990052.0
375,28Q690,High School for Law Enforcement and Public Safety,High School,560,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.74,0.81,0.58,0.83,0.82,0.81,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,March 2017,2.63,2.27,0.036000000000000004,0.17300000000000001,0.064,0.561,0.079,0.077,0.423,0.10400000000000001,0.636,0.21100000000000002,0.016,3.5,0.742,0.887,0.332,0.963,28Q690,498,0.8,0.89,0.57,0.63,0.64,,,,,,,,,1.0,11434,40.686208,-73.784144,12,28,278,4464077.0,4123350049.0
376,28Q896,"Young Women's Leadership School, Queens",High School,328,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.82,0.71,0.71,0.81,0.84,0.85,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"March 31, 2016",3.08,2.61,0.018000000000000002,0.177,0.003,0.43200000000000005,0.024,0.03,0.299,0.27399999999999997,0.515,0.125,0.024,4.0,0.765,0.938,0.161,0.958,28Q896,563,0.96,0.94,0.74,0.84,0.87,1.0,,,,,,,,1.0,11432,40.707527,-73.806412,8,24,236,4207510.0,4097070048.0
377,29Q243,Institute for Health Professions at Cambria Height,High School,412,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.9,0.72,0.96,0.8,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,January 2017,2.79,2.36,0.073,0.10400000000000001,0.006999999999999999,0.495,0.11900000000000001,0.087,0.313,0.078,0.721,0.126,0.027000000000000003,4.0,0.5,0.8859999999999999,0.425,0.982,29Q243,420,0.89,0.89,0.78,,0.86,,,1.0,,,,,,2.0,11411,40.697819,-73.745728,13,27,53401,4238003.0,4110490001.0
378,29Q248,Queens Preparatory Academy,High School,480,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.77,0.82,0.6,0.8,0.84,0.82,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2017,2.56,2.19,0.048,0.152,0.006,0.47,0.18100000000000002,0.10800000000000001,0.3,0.044000000000000004,0.8440000000000001,0.073,0.006,12.0,0.7240000000000001,0.8320000000000001,0.36700000000000005,0.966,29Q248,415,0.7,0.83,0.5,0.52,0.71,,,,,,,,,2.0,11413,40.668234999999996,-73.756839,12,31,330,4280845.0,4130570056.0
379,29Q259,Pathways College Preparatory School: A College Boa,High School,371,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.72,0.74,0.63,0.74,0.83,0.86,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,2015-05-13T00:00:00.000,2.69,2.23,0.049,0.14,0.0,0.36700000000000005,0.054000000000000006,0.035,0.226,0.051,0.863,0.049,0.019,0.8,0.875,0.9079999999999999,0.177,0.9540000000000001,29Q259,583,0.66,0.91,0.64,0.57,0.71,,,,,,,,,,11412,40.70646,-73.753579,12,27,508,4234318.0,4109440301.0
380,29Q265,Excelsior Preparatory High School,High School,494,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.74,0.94,0.69,0.95,0.86,0.92,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"April 15, 2015",2.6,2.19,0.049,0.146,0.01,0.455,0.15,0.075,0.302,0.03,0.84,0.069,0.022000000000000002,7.0,0.893,0.871,0.33,0.968,29Q265,483,0.79,0.87,0.72,0.52,0.8,,,,,,,,,2.0,11413,40.668234999999996,-73.756839,12,31,330,4280845.0,4130570056.0
381,29Q272,George Washington Carver High School for the Scien,High School,493,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.74,0.79,0.67,0.82,0.82,0.86,Proficient,Developing,Developing,Proficient,Under Developed,,,,,,"April 7, 2016",2.71,2.35,0.055,0.162,0.01,0.485,0.124,0.087,0.312,0.063,0.777,0.12,0.01,13.0,0.821,0.879,0.345,0.9540000000000001,29Q272,468,0.78,0.88,0.69,0.66,0.82,,,,,,,,,2.0,11413,40.668234999999996,-73.756839,12,31,330,4280845.0,4130570056.0
382,29Q283,Preparatory Academy for Writers: A College Board S,High School,427,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.82,0.75,0.74,0.84,0.82,0.81,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"February 26, 2016",2.92,2.51,0.013999999999999999,0.15,0.006999999999999999,0.418,0.087,0.052000000000000005,0.3,0.03,0.855,0.063,0.021,7.9,0.8059999999999999,0.853,0.379,0.9640000000000001,29Q283,588,0.9,0.85,0.73,0.59,0.83,,,,,,,,,2.0,11413,40.668234999999996,-73.756839,12,31,330,4280845.0,4130570056.0
383,29Q313,Benjamin Franklin High School for Finance & Inform,High School,315,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,,0.86,0.94,0.73,0.98,0.87,0.93,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,November 2016,2.56,2.25,0.092,0.19,0.054000000000000006,0.5379999999999999,0.111,0.095,0.359,0.13,0.644,0.152,0.035,3.0,0.76,0.867,0.406,0.9890000000000001,29Q313,397,,0.87,0.82,,0.83,,,,,,,,,2.0,11411,40.697819,-73.745728,13,27,53401,4238003.0,4110490001.0
384,29Q326,Cambria Heights Academy,High School,359,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.72,0.8,0.7,0.87,0.85,0.89,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,"December 15, 2015",2.6,2.18,0.053,0.18899999999999997,0.008,0.418,0.095,0.064,0.251,0.086,0.741,0.081,0.017,7.0,0.69,0.857,0.37799999999999995,0.972,29Q326,353,0.86,0.86,0.71,0.75,0.87,,,,,,,,,,11423,40.711849,-73.77119499999999,12,23,480,4222072.0,4104430001.0
385,29Q327,Eagle Academy for Young Men III,High School,270,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,0.74,0.68,0.59,0.63,0.81,0.73,Well Developed,Proficient,Proficient,Proficient,Well Developed,,,,,,2015-04-21T00:00:00.000,2.61,2.23,0.004,0.252,0.07,0.397,0.059000000000000004,0.040999999999999995,0.289,0.011000000000000001,0.856,0.052000000000000005,0.03,1.6,0.897,0.912,0.251,0.9690000000000001,29Q327,531,0.93,0.91,0.49,,0.63,,1.0,,,,,,,1.0,11434,40.691712,-73.77892299999999,12,27,432,4268543.0,4123930001.0
386,29Q492,"Mathematics, Science Research and Technology Magne",High School,426,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.76,0.75,0.66,0.73,0.83,0.79,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,May 2017,2.56,2.3,0.068,0.138,0.006999999999999999,0.47600000000000003,0.17800000000000002,0.113,0.298,0.10300000000000001,0.6829999999999999,0.124,0.023,7.8,0.55,0.8029999999999999,0.509,0.9790000000000001,29Q492,415,0.71,0.8,0.57,0.41,0.76,,,,,,,,,2.0,11411,40.697819,-73.745728,13,27,53401,4238003.0,4110490001.0
387,29Q498,Humanities & Arts Magnet High School,High School,470,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.62,0.52,0.58,0.59,0.89,0.72,Proficient,Developing,Developing,Developing,Proficient,,,,,,"April 12, 2016",2.6,2.2,0.098,0.14300000000000002,0.004,0.5589999999999999,0.11699999999999999,0.094,0.38299999999999995,0.053,0.777,0.136,0.015,0.8,0.857,0.862,0.377,0.965,29Q498,454,0.68,0.86,0.62,0.45,0.67,,,,,,,,,2.0,11411,40.697819,-73.745728,13,27,53401,4238003.0,4110490001.0
388,30Q258,Energy Tech High School,High School,435,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.86,0.67,0.93,0.86,0.92,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,"January 15, 2015",2.92,2.8,0.023,0.166,0.0,0.502,0.027999999999999997,0.051,0.359,0.179,0.10099999999999999,0.526,0.147,4.0,0.457,0.9359999999999999,0.155,0.978,30Q258,511,0.93,0.94,0.63,,0.85,,,,,,,1.0,1.0,,11106,40.757065000000004,-73.932664,1,26,51,4004156.0,4003430001.0
389,30Q286,"Young Women's Leadership School, Astoria",High School,319,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,0.84,0.83,0.82,0.77,0.86,0.77,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Proficient,January 2017,3.16,2.82,0.044000000000000004,0.1,0.0,0.545,0.013000000000000001,0.019,0.392,0.373,0.044000000000000004,0.392,0.188,1.9,0.794,0.9440000000000001,0.163,0.97,30Q286,565,0.96,0.94,0.82,0.92,0.95,1.0,,,,,,,,2.0,11102,40.771215000000005,-73.924591,1,22,69,4440035.0,4005420008.0
390,30Q301,Academy for Careers in Television and Film,High School,545,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.86,0.95,0.78,0.97,0.88,0.95,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"November 17, 2015",3.06,2.69,0.022000000000000002,0.20600000000000002,0.0,0.39299999999999996,0.018000000000000002,0.02,0.233,0.061,0.154,0.506,0.22,4.4,0.5760000000000001,0.9329999999999999,0.18100000000000002,0.981,30Q301,565,0.98,0.93,0.8,0.81,0.9,,,,,,,1.0,1.0,1.0,11101,40.742956,-73.95919599999999,2,26,1,4538588.0,4000060008.0
391,30Q445,William Cullen Bryant High School,High School,2386,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.7,0.64,0.66,0.63,0.76,0.72,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2017,2.76,2.6,0.157,0.139,0.053,0.628,0.10400000000000001,0.07400000000000001,0.371,0.258,0.068,0.51,0.149,5.8,0.718,0.889,0.29,0.9570000000000001,30Q445,2394,0.72,0.89,0.87,0.52,0.78,,,,,,,,,,11103,40.75823,-73.910514,1,26,163,4013655.0,4007380002.0
392,30Q450,Long Island City High School,High School,2090,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,0.73,0.78,0.64,0.83,0.74,0.82,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,May 2017,2.74,2.48,0.12,0.156,0.006,0.636,0.071,0.07,0.44,0.155,0.124,0.635,0.067,5.0,0.8109999999999999,0.86,0.392,0.956,30Q450,2256,0.66,0.86,0.88,0.45,0.78,,,,,,,,,1.0,11106,40.765826000000004,-73.9328,1,22,45,4467709.0,4005290002.0
393,30Q501,Frank Sinatra School of the Arts High School,High School,849,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.85,0.86,0.79,0.92,0.88,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"April 15, 2015",3.55,3.33,0.006,0.121,0.001,0.294,0.009000000000000001,0.018000000000000002,0.165,0.107,0.13699999999999998,0.35700000000000004,0.38,12.8,0.92,0.934,0.168,0.9690000000000001,30Q501,831,0.93,0.93,0.87,0.95,0.96,,,,,,,,,1.0,11106,40.756534,-73.92512099999999,1,26,57,4009594.0,4006390016.0
394,30Q502,Information Technology High School,High School,1003,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.76,0.78,0.69,0.78,0.8,0.84,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,November 2016,2.75,2.64,0.08,0.18600000000000003,0.048,0.599,0.047,0.07400000000000001,0.425,0.19899999999999998,0.13,0.5589999999999999,0.095,5.3,0.8140000000000001,0.898,0.278,0.958,30Q502,1007,0.84,0.9,0.79,0.59,0.83,,,,,,,,,2.0,11101,40.748701000000004,-73.94638,2,26,19,4005184.0,4004380026.0
395,30Q555,Newcomers High School,High School,934,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.86,0.8,0.89,0.82,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,2015-05-29T00:00:00.000,1.96,2.2,0.757,0.012,0.0,0.941,0.294,0.276,0.127,0.28300000000000003,0.015,0.626,0.075,7.8,0.9,0.889,0.29,0.966,30Q555,911,0.77,0.89,0.89,0.55,0.88,,,,1.0,,,,,,11101,40.751356,-73.937445,1,26,33,4004874.0,4004040001.0
396,30Q575,Academy of American Studies,High School,999,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.83,0.72,0.7,0.75,0.81,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"December 17, 2015",3.41,3.33,0.04,0.084,0.001,0.405,0.011000000000000001,0.021,0.245,0.29100000000000004,0.064,0.325,0.315,5.8,0.7659999999999999,0.9390000000000001,0.174,0.965,30Q575,1038,0.93,0.94,0.72,0.72,0.89,,,,,,,,,,11101,40.751331,-73.937434,1,26,33,4005026.0,4004170016.0
397,30Q580,Baccalaureate School for Global Education,High School,299,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Exceeding Target,0.83,0.65,0.79,0.72,0.77,0.81,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"December 4, 2015",3.97,3.99,0.01,0.05,0.003,0.276,0.01,0.017,0.147,0.408,0.027000000000000003,0.204,0.33399999999999996,10.4,0.966,0.946,0.11,0.96,30Q580,540,0.99,0.95,0.64,0.95,0.95,,,,,,,,,2.0,11106,40.755365999999995,-73.92716899999999,1,26,55,4009499.0,4006340036.0
398,31R047,CSI High School for International Studies,High School,491,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.86,0.91,0.82,0.97,0.89,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"April 21, 2015",3.39,3.12,0.004,0.159,0.004,0.266,0.002,0.01,0.149,0.124,0.086,0.165,0.507,6.8,0.871,0.951,0.132,0.9790000000000001,31R047,495,0.99,0.95,0.68,0.92,0.95,,,,,,,,,1.0,10314,40.581315000000004,-74.158589,2,51,27702,5149609.0,5024500320.0
399,31R064,Gaynor McCown Expeditionary Learning School,High School,440,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.79,0.88,0.72,0.89,0.88,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"April 14, 2016",3.06,2.69,0.002,0.23600000000000002,0.027000000000000003,0.287,0.018000000000000002,0.011000000000000001,0.166,0.039,0.098,0.18600000000000003,0.611,8.0,0.8240000000000001,0.9109999999999999,0.267,0.9570000000000001,31R064,439,0.91,0.91,0.61,0.79,0.92,,,,,,,,,1.0,10314,40.581315000000004,-74.158589,2,51,27702,5149609.0,5024500320.0
400,31R080,The Michael J. Petrides School,High School,468,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.83,0.91,0.75,0.93,0.92,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"May 24, 2016",3.02,2.82,0.006,0.24100000000000002,0.034,0.376,0.002,0.004,0.235,0.079,0.248,0.19899999999999998,0.41,13.3,0.8190000000000001,0.9179999999999999,0.255,0.973,31R080,1313,0.93,0.92,0.82,0.59,0.82,,,,,,,,,2.0,10301,40.608517,-74.102078,2,50,177,5113169.0,5006830001.0
401,31R440,New Dorp High School,High School,2974,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.9,0.69,0.95,0.84,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"April 28, 2015",2.88,2.54,0.054000000000000006,0.214,0.062,0.45399999999999996,0.052000000000000005,0.061,0.322,0.076,0.11199999999999999,0.28300000000000003,0.516,18.1,0.8009999999999999,0.8690000000000001,0.307,0.9670000000000001,31R440,3045,0.8,0.87,0.87,0.56,0.81,,,,,,,,,2.0,10306,40.569393,-74.107737,2,50,11202,5055367.0,5039300010.0
402,31R445,Port Richmond High School,High School,1583,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.82,0.92,0.71,0.94,0.88,0.91,Proficient,Proficient,Developing,Well Developed,Proficient,,,,,,"January 12, 2016",2.72,2.34,0.069,0.262,0.085,0.598,0.098,0.079,0.423,0.068,0.24600000000000002,0.447,0.22699999999999998,12.4,0.828,0.86,0.354,0.971,31R445,1549,0.67,0.86,0.86,0.36,0.81,,,,,,,,,2.0,10302,40.634572999999996,-74.141818,1,49,213,5026076.0,5011210001.0
